Title,TomatometerScore,AudienceScore,Rating,Genre,Director,R. Date (Theaters),R. Date (Streaming),Runtime
Immigration Tango,7.0,18.0,R,romance,DavidBurtonMorris,2011-02-18,2016-11-30,90.0
White Irish Drinkers,47.0,71.0,R,drama,JohnGray,2011-03-25,2016-08-10,109.0
Brother's Justice,0.0,23.0,NR,comedy,"DavidPalmer,DaxShepard",2011-05-13,2016-08-10,86.0
Fall Down Dead,0.0,5.0,R,mysteryandthriller,JonKeeyes,,2015-01-14,93.0
Salt Of This Sea (Milh Hadha Al-Bahr),54.0,64.0,NR,drama,AnnemarieJacir,,2011-06-07,109.0
Battle: Los Angeles,36.0,48.0,PG-13,scifi,JonathanLiebesman,2011-03-11,2013-02-05,116.0
The Wild Hunt,82.0,74.0,NR,drama,AlexandreFranchi,2010-09-17,2012-05-18,96.0
The Vanishing Of The Bees,58.0,63.0,NR,documentary,"GeorgeLangworthy,MaryamHenein",,2016-08-10,87.0
Korkoro,75.0,68.0,NR,drama,TonyGatlif,,2017-03-20,111.0
The Company Men,67.0,55.0,R,drama,JohnWells,2011-01-21,2017-03-22,115.0
American: The Bill Hicks Story,83.0,85.0,NR,documentary,"MattHarlock,PaulThomas",2011-04-08,2017-01-18,106.0
Kill The Irishman,62.0,67.0,R,crime,JonathanHensleigh,2010-03-11,2017-03-28,106.0
True Grit,96.0,85.0,PG-13,drama,"JoelCoen,EthanCoen",2010-12-22,2013-08-01,110.0
Sanctum,29.0,37.0,R,adventure,AlisterGrierson,2011-02-04,2016-05-07,109.0
Red Riding Hood,10.0,39.0,PG-13,horror,CatherineHardwicke,2011-03-11,2014-07-24,99.0
Rubber,69.0,46.0,R,horror,QuentinDupieux,2011-04-01,2016-11-01,82.0
Hall Pass,33.0,40.0,R,comedy,"PeterFarrelly,RobertFarrelly",2011-02-25,2016-05-23,106.0
Another Year,93.0,74.0,PG-13,drama,MikeLeigh,2010-12-29,2014-01-14,129.0
Chatroom,9.0,35.0,R,drama,HideoNakata,,2016-08-16,97.0
"If I Want To Whistle, I Whistle",68.0,55.0,NR,drama,FlorinSerban,,2017-05-13,94.0
Diary Of A Wimpy Kid 2: Rodrick Rules,47.0,61.0,PG,kidsandfamily,DavidBowers,2011-03-25,2015-08-18,95.0
Blue Crush 2,20.0,40.0,PG-13,drama,MikeElliott,,2015-09-10,120.0
The Housemaid,69.0,54.0,NR,mysteryandthriller,Sang-sooIm,2011-01-21,2017-04-04,106.0
Ceremony,39.0,31.0,R,comedy,MaxWinkler,2011-04-08,2016-08-10,90.0
Legend Of The Fist: The Return Of Chen Zhen,47.0,53.0,R,action,AndrewLauWai-Keung,2011-04-22,2016-08-10,105.0
Mooz-lum,78.0,78.0,PG-13,drama,QasimBasir,,2016-02-14,96.0
Rammbock: Berlin Undead,89.0,59.0,R,horror,MarvinKren,,2017-03-23,59.0
"Big Mommas: Like Father, Like Son",5.0,58.0,PG-13,comedy,JohnWhitesell,2011-02-18,2015-11-25,108.0
Just Go With It,19.0,59.0,PG-13,romance,DennisDugan,2011-02-11,2012-09-04,115.0
Harvest,73.0,66.0,R,drama,MarcMeyers,2011-03-11,2016-08-10,103.0
"Fat, Sick And Nearly Dead",69.0,85.0,NR,documentary,JoeCross,2011-04-01,2016-11-30,97.0
Jackass 3.5,60.0,57.0,R,comedy,JeffTremaine,,2014-06-06,85.0
You Got Served: Beat The World,0.0,21.0,PG-13,drama,RobertAdetuyi,,2012-09-04,91.0
Shoeshine (Sciuscià),100.0,92.0,NR,drama,VittorioDeSica,,2015-01-28,93.0
Hurry Sundown,22.0,27.0,NR,drama,OttoPreminger,1967-02-09,2016-09-01,146.0
The Scenesters,50.0,69.0,R,crime,ToddBerger,2011-04-22,2014-10-28,102.0
The Beautiful Person (La Belle Personne),50.0,58.0,NR,drama,ChristopheHonoré,,2009-10-13,95.0
Gnomeo And Juliet,56.0,54.0,G,animation,KellyAsbury,2011-02-11,2015-06-26,84.0
Biutiful,66.0,74.0,R,drama,AlejandroGonzálezIñárritu,2011-01-28,2016-08-10,147.0
Burning Palms,38.0,35.0,R,drama,ChristopherLandon,,2017-01-07,112.0
The Roommate,3.0,27.0,PG-13,mysteryandthriller,ChristianE.Christiansen,2011-02-04,2012-04-16,93.0
Broken Hill,50.0,61.0,PG,music,DagenMerrill,2009-09-11,2016-11-22,102.0
The Waiting City,75.0,52.0,R,drama,ClaireMcCarthy,,2016-06-26,109.0
Joueuse (Queen To Play),71.0,72.0,NR,drama,CarolineBottaro,,2016-03-22,97.0
Beetle Queen Conquers Tokyo,91.0,58.0,NR,documentary,JessicaOreck,,2016-09-20,90.0
The Unloved,94.0,67.0,NR,drama,SamanthaMorton,,2017-03-08,106.0
A Small Act,88.0,77.0,NR,documentary,JenniferArnold,,2017-01-11,88.0
Drive Angry,47.0,37.0,R,adventure,PatrickLussier,2011-02-25,2015-10-17,104.0
Undertow,88.0,,NR,drama,JavierFuentes-León,2010-11-26,2011-06-01,
Brotherhood,54.0,54.0,R,crime,WillCanon,2011-02-18,2016-11-18,76.0
I Am Number Four,33.0,57.0,PG-13,action,D.J.Caruso,2011-02-18,2015-11-23,110.0
Vanishing On 7th Street,48.0,21.0,R,horror,BradAnderson,2011-02-18,2015-12-04,85.0
Monogamy,48.0,27.0,NR,drama,DanaAdamShapiro,2011-03-11,2017-03-08,96.0
Anton Chekhov's The Duel,81.0,66.0,NR,drama,DoverKoshashvili,,2016-12-05,95.0
Passion Play,3.0,17.0,R,drama,MitchGlazer,2011-05-06,2016-09-06,94.0
Daydream Nation,68.0,50.0,R,drama,MichaelGoldbach,2011-05-06,2017-03-22,98.0
Red White & Blue,81.0,66.0,NR,drama,SimonRumley,,2017-04-10,103.0
The Rite,21.0,40.0,PG-13,horror,MikaelHåfström,2011-01-28,2013-01-17,114.0
Violet Tendencies,63.0,50.0,NR,comedy,CasperAndreas,,2017-03-11,99.0
Kaboom,60.0,41.0,NR,scifi,GreggAraki,2011-01-28,2017-01-01,86.0
"Ride, Rise, Roar",75.0,71.0,NR,music,DavidHillmanCurtis,,2011-05-31,87.0
The Big Bang,19.0,25.0,R,mysteryandthriller,TonyKrantz,2011-05-13,2015-11-19,101.0
Shadows & Lies,0.0,21.0,R,drama,JayAnania,,2016-09-27,108.0
The Tunnel,100.0,50.0,NR,horror,CarloLedesma,,,90.0
Love's Kitchen,18.0,28.0,PG-13,romance,JamesHacking,,2016-12-05,90.0
Some Mother's Son,69.0,87.0,R,drama,TerryGeorge,,2016-04-29,112.0
My Little Chickadee,91.0,63.0,NR,comedy,EdwardF.Cline,,2015-09-10,83.0
Hail The Conquering Hero,95.0,85.0,NR,comedy,PrestonSturges,,2014-02-12,101.0
The Green Hornet,45.0,43.0,PG-13,adventure,MichelGondry,2011-01-14,2012-04-16,119.0
Blue Valentine,87.0,77.0,R,drama,DerekCianfrance,2010-12-29,2017-04-01,120.0
Used People,44.0,37.0,PG-13,drama,BeebanKidron,,2016-12-07,115.0
Bunny And The Bull,67.0,65.0,NR,comedy,PaulKing,,2017-04-05,101.0
You Won't Miss Me,64.0,64.0,NR,drama,RyRusso-Young,2010-12-10,2017-05-22,81.0
Mao's Last Dancer,56.0,76.0,PG,biography,BruceBeresford,2010-08-20,2016-05-23,117.0
Waiting For Forever,5.0,42.0,PG-13,romance,JamesKeach,2011-02-04,2015-11-25,94.0
Guy And Madeline On A Park Bench,91.0,47.0,NR,drama,DamienChazelle,2010-11-05,2016-12-17,82.0
31 North 62 East (Too Close To The Truth),8.0,29.0,R,mysteryandthriller,TristanLoraine,,2017-02-25,100.0
La Soga (The Butcher's Son),44.0,73.0,R,action,JoshCrook,2010-08-13,2013-12-03,102.0
Cropsey,91.0,61.0,NR,mysteryandthriller,"BarbaraBrancaccio,JoshuaZeman",,2016-12-23,84.0
Budrus,88.0,91.0,NR,biography,JuliaBacha,2010-10-08,2016-02-19,78.0
Black Death,71.0,49.0,R,horror,ChristopherSmith,2011-03-11,2017-01-14,102.0
How I Ended This Summer,79.0,67.0,NR,drama,AlekseiPopogrebsky,,2017-05-10,124.0
The Mechanic,53.0,51.0,R,action,SimonWest,2011-01-28,2012-06-05,92.0
The Illusionist (L'illusionniste),90.0,79.0,PG,drama,SylvainChomet,2010-12-25,2014-01-14,90.0
Bhutto,87.0,87.0,NR,documentary,"DuaneBaughman,JohnnyO'Hara",,2016-11-18,115.0
The Dilemma,25.0,29.0,PG-13,comedy,RonHoward,2011-01-14,2016-05-23,111.0
The Violent Kind,17.0,21.0,R,horror,"MitchellAltieri,TheButcherBrothers,PhilFlores",,2018-03-22,100.0
Even The Rain (Meme La Pluie),87.0,85.0,NR,drama,IcíarBollaín,2010-10-14,2017-01-01,104.0
I Want Your Money,13.0,68.0,PG,documentary,RayGriggs,2010-10-15,2016-10-14,92.0
I Saw The Devil,81.0,87.0,NR,mysteryandthriller,KimJee-woon,2011-03-04,2017-01-14,141.0
Forget Me Not,67.0,56.0,NR,romance,"AlexanderHolt,LanceRoehrig",,2016-08-10,92.0
Queen Of The Lot,36.0,63.0,R,drama,HenryJaglom,2010-11-19,2016-10-21,120.0
Justin Bieber: Never Say Never,65.0,65.0,G,documentary,JonM.Chu,2011-02-11,2014-06-06,105.0
No Strings Attached,49.0,51.0,R,romance,IvanReitman,2011-01-21,2014-06-06,108.0
Mysteries Of The Jesus Prayer,20.0,100.0,NR,documentary,NorrisJ.Chumley,,2017-01-25,114.0
That's What I Am,60.0,68.0,PG,drama,MichaelPavone,2011-04-29,2016-03-27,101.0
Kes,100.0,91.0,PG-13,drama,KenLoach,,2017-04-28,109.0
The Chronicles Of Narnia: The Voyage Of The Dawn Treader,50.0,58.0,PG,fantasy,MichaelApted,2010-12-10,2015-11-25,112.0
Harry Potter And The Deathly Hallows - Part 1,77.0,85.0,PG-13,fantasy,DavidYates,2010-11-19,2014-07-24,146.0
Highwater,43.0,74.0,NR,adventure,DanaBrown,2010-08-27,2017-01-30,90.0
Heartless,78.0,47.0,NR,horror,PhilipRidley,2010-11-19,2016-09-01,109.0
I Love You Phillip Morris,71.0,61.0,R,drama,"GlennFicarra,JohnRequa",2010-12-03,2016-04-19,98.0
The Last New Yorker,36.0,17.0,NR,drama,HarveyWang,,2017-05-22,90.0
Three Idiots,100.0,93.0,PG-13,comedy,RajkumarHirani,,2016-11-29,160.0
Ricky,63.0,36.0,NR,drama,FrançoisOzon,2009-12-16,2017-04-10,89.0
Jolene,48.0,43.0,R,drama,DanIreland,,2016-04-11,110.0
Gulliver's Travels,20.0,27.0,PG,fantasy,RobLetterman,2010-12-25,2015-11-25,85.0
Rabbit Hole,87.0,72.0,PG-13,drama,JohnCameronMitchell,2010-01-14,2016-08-09,91.0
Picasso And Braque Go To The Movies,67.0,50.0,NR,documentary,ArneGlimcher,,2017-05-22,60.0
Somewhere,71.0,48.0,R,drama,SofiaCoppola,2010-12-22,2016-08-10,98.0
The King's Speech,94.0,92.0,R,history,TomHooper,2011-01-28,2017-04-01,118.0
Ghost Bird,91.0,73.0,NR,documentary,ScottCrocker,,2016-09-01,85.0
Farewell (L'affaire Farewell),86.0,76.0,NR,mysteryandthriller,ChristianCarion,2010-07-23,2011-04-12,113.0
White Material,86.0,64.0,NR,drama,ClaireDenis,2010-11-19,2017-04-10,105.0
Plastic Planet,58.0,63.0,NR,documentary,WernerBoote,2011-01-14,2017-02-11,95.0
Behind The Burly Q,78.0,64.0,NR,documentary,LeslieZemeckis,2010-04-23,2017-03-02,97.0
Ip Man 2: Legend Of The Grandmaster,96.0,84.0,R,action,WilsonYip,2011-01-28,2011-04-18,108.0
Marwencol,98.0,87.0,NR,documentary,JeffMalmberg,2010-10-08,2017-03-08,83.0
Country Strong,22.0,53.0,PG-13,drama,ShanaFeste,2011-01-07,2012-05-01,117.0
Vision: From The Life Of Hildegard Von Bingen,82.0,71.0,NR,biography,MargarethevonTrotta,2010-10-13,2016-10-12,110.0
Sharpay's Fabulous Adventure,60.0,43.0,TVG,romance,MichaelLembeck,,2016-08-10,89.0
Fubar: Balls To The Wall,90.0,73.0,R,comedy,MichaelDowse,,2020-11-02,85.0
Fly Away,85.0,62.0,NR,drama,JanetGrillo,,2016-05-18,85.0
Square Grouper: The Godfathers Of Ganja,75.0,55.0,R,documentary,BillyCorben,2011-04-15,2015-04-01,100.0
A Summer In Genoa,77.0,41.0,R,drama,MichaelWinterbottom,,2016-11-22,94.0
Sunday In New York,100.0,77.0,NR,romance,PeterTewksbury,,2012-10-30,105.0
Tangled,89.0,87.0,PG,animation,"NathanGreno,ByronHoward",2010-11-24,2015-11-22,101.0
Not As A Stranger (Morton Thompson's Not As A Stranger),11.0,54.0,NR,drama,StanleyKramer,,2016-11-08,135.0
Little Fockers,9.0,34.0,PG-13,comedy,PaulWeitz,2010-12-22,2016-08-16,97.0
Mesrine: Public Enemy #1 (Mesrine: L'ennemi Public No. 1),81.0,82.0,R,action,Jean-FrançoisRichet,,2017-03-07,130.0
All Good Things,35.0,37.0,R,mysteryandthriller,AndrewJarecki,2010-12-17,2016-12-05,101.0
Black Swan,85.0,84.0,R,drama,DarrenAronofsky,2010-12-17,2015-11-25,108.0
Tron Legacy,51.0,63.0,PG,scifi,JosephKosinski,2010-12-17,2015-11-23,125.0
The Windmill Movie,86.0,67.0,NR,documentary,AlexanderOlch,,2011-03-22,82.0
Looking For Palladin,22.0,33.0,R,drama,AndrzejKrakowski,2009-10-30,2015-12-07,115.0
Everything Strange And New,67.0,27.0,NR,drama,FrazerBradshaw,,2017-03-28,84.0
The Resident,35.0,27.0,R,mysteryandthriller,AnttiJ.Jokinen,2011-02-18,2016-10-04,91.0
No One Knows About Persian Cats (Les Chats Persans),95.0,76.0,NR,drama,BahmanGhobadi,2010-04-16,2017-04-06,106.0
Fair Game,79.0,65.0,PG-13,mysteryandthriller,DougLiman,2010-11-19,2015-12-17,107.0
Casino Jack,40.0,34.0,R,biography,GeorgeHickenlooper,2010-12-17,2017-01-07,108.0
Teenage Paparazzo,100.0,94.0,NR,documentary,AdrianGrenier,,2016-08-10,94.0
The Taqwacores,41.0,49.0,NR,drama,EyadZahra,2010-10-22,2017-01-25,83.0
Yogi Bear,13.0,34.0,PG,adventure,EricBrevig,2010-12-17,2012-08-22,80.0
Hubble 3D,88.0,86.0,G,documentary,ToniMyers,2010-03-19,2016-05-19,43.0
Strange Powers: Stephin Merritt And The Magnetic Fields,77.0,74.0,NR,documentary,"KerthyFix,GailO'Hara",2010-10-27,2012-05-18,84.0
The People I've Slept With,27.0,37.0,NR,comedy,QuentinLee,,2018-03-15,89.0
The Tourist,20.0,42.0,PG-13,mysteryandthriller,FlorianHenckelvonDonnersmarck,2010-12-10,2014-03-05,99.0
Made In Dagenham,80.0,75.0,R,biography,NigelCole,2010-11-19,2012-04-16,113.0
Come Undone (Cosa Voglio Di Più),86.0,50.0,NR,drama,SilvioSoldini,,2016-11-02,126.0
Meskada,33.0,29.0,R,drama,JoshSternfeld,2010-12-03,2016-11-30,87.0
How Do You Know,31.0,24.0,PG-13,romance,JamesL.Brooks,2010-12-17,2012-04-16,121.0
What If...,33.0,68.0,PG,drama,DallasJenkins,2010-08-20,2017-03-17,115.0
Skyline,16.0,18.0,PG-13,scifi,"ColinStrause,GregStrause",2010-11-12,2011-03-17,94.0
Ticked-off Trannies With Knives,71.0,46.0,NR,mysteryandthriller,IsraelLuna,,2017-05-23,90.0
Cool It,52.0,74.0,PG,documentary,OndiTimoner,2010-11-12,2016-12-31,89.0
Break Ke Baad,17.0,33.0,NR,drama,DanishAslam,2010-11-24,2020-07-31,113.0
Gedo Senki (Tales From Earthsea),43.0,46.0,PG-13,fantasy,GoroMiyazaki,2010-08-13,2019-12-19,115.0
Dinosaurs: Giants Of Patagonia,100.0,52.0,NR,documentary,MarcFafard,,2017-03-29,40.0
The Fighter,90.0,89.0,R,biography,DavidO.Russell,2010-12-17,2013-08-01,116.0
Out Of The Dark,50.0,29.0,R,mysteryandthriller,MichaelSchroeder,,2013-07-30,90.0
The Beautiful Truth,47.0,75.0,NR,documentary,SteveKroschel,2008-11-14,2016-12-13,92.0
Jackass 3,65.0,69.0,R,comedy,JeffTremaine,2010-10-15,2014-06-06,94.0
A Shine Of Rainbows,50.0,70.0,PG,kidsandfamily,VicSarin,,2012-10-01,101.0
Morning Glory,55.0,51.0,PG-13,romance,RogerMichell,2010-11-10,2016-09-11,110.0
A Beautiful Life,0.0,24.0,NR,drama,AlejandroChomski,,2019-05-17,81.0
The Switch,52.0,44.0,PG-13,romance,"JoshGordon,WillSpeck",2010-08-20,2015-12-20,101.0
Four Lions,82.0,80.0,R,drama,ChristopherMorris,2010-11-05,2017-02-07,102.0
Faster,42.0,49.0,R,action,GeorgeTillmanJr.,2010-11-24,2015-10-16,98.0
Picture Me: A Model's Diary,55.0,61.0,NR,documentary,"OleSchell,SaraZiff",2010-09-17,2017-01-26,82.0
Love And Other Drugs,49.0,53.0,R,drama,EdwardZwick,2010-11-24,2015-11-25,112.0
Waste Land,100.0,90.0,PG,documentary,"LucyWalker,KarenHarley,JoãoJardim",2010-10-29,2016-11-18,98.0
Burlesque,37.0,64.0,PG-13,drama,SteveAntin,2010-11-24,2012-05-01,116.0
Hereafter,47.0,38.0,PG-13,drama,ClintEastwood,2010-10-22,2012-09-01,129.0
The Parking Lot Movie,78.0,79.0,NR,documentary,MeghanEckman,,2016-02-17,74.0
The Wildest Dream: Conquest Of Everest,77.0,70.0,PG,documentary,AnthonyGeffen,2010-08-06,2017-03-17,93.0
The Next Three Days,50.0,66.0,PG-13,action,PaulHaggis,2010-11-19,2015-12-20,133.0
Helena From The Wedding,50.0,25.0,NR,other,JosephInfantolino,,2017-02-13,99.0
127 Hours,93.0,85.0,R,biography,DannyBoyle,2011-01-28,2015-11-25,93.0
Stonewall Uprising,84.0,76.0,NR,documentary,"KateDavis,DavidHeilbroner",2010-06-16,,82.0
Inside Job,98.0,91.0,PG-13,documentary,CharlesFerguson,2010-10-08,2012-04-16,108.0
No One Killed Jessica,80.0,67.0,NR,crime,RajKumarGupta,2011-01-07,2017-03-11,137.0
Sharktopus,57.0,24.0,TVG,scifi,DeclanO'Brien,,2017-04-05,89.0
Mumbai Diaries,65.0,70.0,NR,drama,KiranRao,2011-01-21,2017-12-09,100.0
The Man From Nowhere,100.0,90.0,R,action,Jeong-beomLee,,2011-03-07,119.0
Hemingway's Garden Of Eden,4.0,19.0,R,drama,JohnIrvin,2010-12-10,2016-11-08,111.0
The Chaperone,29.0,43.0,PG-13,drama,StephenHerek,2011-02-18,2016-02-16,104.0
Zamani Barayé Masti Asbha (A Time For Drunken Horses)(Intoxication For Horses),,,NR,drama,BahmanGhobadi,,2011-02-15,80.0
Wild Rovers,57.0,44.0,PG,western,BlakeEdwards,,2017-01-09,136.0
Daylight Robbery,22.0,45.0,NR,crime,ParisLeonti,,2011-02-15,92.0
Mesrine: Killer Instinct (Mesrine: L'instinct De Mort),82.0,84.0,R,action,Jean-FrançoisRichet,,2016-08-10,113.0
Megamind,72.0,72.0,PG,adventure,TomMcGrath,2010-11-05,2015-11-25,96.0
Get Low,85.0,75.0,PG-13,drama,AaronSchneider,2010-08-27,2012-04-16,102.0
Middle Men,40.0,56.0,R,crime,GeorgeGallo,2010-08-06,2014-06-06,105.0
Vertige (High Lane),60.0,33.0,NR,action,AbelFerry,,2017-04-10,84.0
The Romantics,14.0,21.0,PG-13,drama,GaltNiederhoffer,2010-09-10,2016-06-25,94.0
"Road, Movie",67.0,50.0,NR,drama,DevBenegal,,2016-08-10,95.0
Leaving (Partir),68.0,48.0,NR,drama,CatherineCorsini,2010-10-01,2017-04-10,85.0
Due Date,39.0,52.0,R,comedy,ToddPhillips,2010-11-05,2013-11-15,95.0
Unstoppable,87.0,72.0,PG-13,action,TonyScott,2010-11-12,2015-11-25,94.0
Glorious 39,46.0,42.0,R,history,StephenPoliakoff,,2016-08-10,129.0
You Again,19.0,43.0,PG,romance,AndyFickman,2010-09-24,2016-04-30,105.0
Summer Wars (Sama Wozu),78.0,87.0,PG,scifi,MamoruHosoda,,2016-11-22,114.0
It's Kind Of A Funny Story,57.0,65.0,PG-13,comedy,"AnnaBoden,RyanFleck",2010-10-08,2014-02-12,100.0
Waiting For Superman,90.0,84.0,PG,documentary,DavisGuggenheim,2010-09-24,2016-12-25,102.0
William S. Burroughs: A Man Within,88.0,77.0,NR,documentary,YonyLeyser,,2017-03-07,87.0
Life As We Know It,29.0,61.0,PG-13,romance,GregBerlanti,2010-10-08,2013-06-01,113.0
The Killing Jar,0.0,36.0,R,mysteryandthriller,MarkYoung,,2017-05-22,90.0
Birdemic: Shock And Terror,18.0,26.0,NR,horror,JamesNguyen,2008-10-01,2016-08-18,93.0
Kites,72.0,53.0,NR,action,AnuragBasu,2010-05-21,2017-03-10,133.0
You Will Meet A Tall Dark Stranger,46.0,33.0,R,drama,WoodyAllen,2010-09-22,2015-01-01,98.0
Paranormal Activity 2,58.0,48.0,R,horror,TodWilliams,2010-10-22,2013-08-01,91.0
Last Train Home,100.0,87.0,NR,documentary,LixinFan,,2017-03-23,85.0
Kings Of Pastry,86.0,69.0,NR,documentary,"ChrisHegedus,D.A.Pennebaker",,2017-03-26,84.0
Precious Life,100.0,88.0,NR,documentary,ShlomiEldar,,2019-01-04,87.0
A Marine Story,60.0,61.0,NR,drama,NedFarr,,2016-08-10,98.0
Golmaal 3,38.0,50.0,NR,comedy,RohitShetty,,2016-11-30,139.0
Action Replayy,0.0,27.0,NR,scifi,VipulAmrutlalShah,,2017-03-11,131.0
Tees Maar Khan,11.0,18.0,NR,comedy,FarahKhan,2010-12-22,2016-11-18,135.0
Alice In Wonderland,81.0,78.0,G,fantasy,"ClydeGeronimi,WilfredJackson,HamiltonLuske",,2015-12-27,75.0
To Kill A Priest,80.0,60.0,R,mysteryandthriller,AgnieszkaHolland,,2016-04-19,116.0
Adventures Of Power,32.0,49.0,PG-13,adventure,AriGold,,2017-05-22,96.0
The Prowler (Cost Of Living ),100.0,86.0,NR,mysteryandthriller,JosephLosey,,2016-12-05,92.0
Loot,60.0,73.0,NR,documentary,DariusMarder,,2016-11-23,86.0
Enter The Void (Soudain Le Vide),72.0,72.0,NR,drama,GasparNoé,2010-09-24,2016-09-27,162.0
Let Me In,88.0,76.0,R,horror,MattReeves,2010-10-01,2016-10-07,115.0
Like Dandelion Dust,82.0,76.0,PG-13,drama,JonGunn,2010-09-24,2012-09-18,104.0
Sex & Drugs & Rock & Roll,73.0,66.0,NR,biography,MatWhitecross,,2016-08-10,114.0
Sweethearts Of The Prison Rodeo,43.0,71.0,NR,documentary,BradleyBeesley,,2016-08-10,89.0
Welcome To The Rileys,54.0,58.0,R,drama,JakeScott,2010-10-29,2014-02-04,110.0
Red & White (Merah Putih),0.0,56.0,NR,action,YadiSugandi,,,108.0
Night Catches Us,81.0,66.0,R,drama,TanyaHamilton,2010-12-03,2016-09-24,90.0
"A Woman, A Gun And A Noodle Shop (San Qiang Pai An Jing Qi) (A Simple Noodle Story) (The First Gun)",34.0,40.0,R,mysteryandthriller,YimouZhang,2010-09-03,2016-01-03,90.0
For Colored Girls,32.0,73.0,R,drama,TylerPerry,2010-11-05,2015-05-06,134.0
The Tillman Story,93.0,91.0,R,documentary,AmirBar-Lev,2010-08-20,2013-05-07,94.0
My Soul To Take,10.0,26.0,R,horror,WesCraven,2010-10-08,2014-02-12,107.0
America America,67.0,85.0,NR,drama,EliaKazan,,2016-11-22,168.0
Monsters,73.0,53.0,R,scifi,GarethEdwards,2010-10-29,2016-11-01,97.0
I Spit On Your Grave,32.0,47.0,R,horror,StevenR.Monroe,,2016-11-30,108.0
Tamara Drewe,65.0,42.0,R,comedy,StephenFrears,2010-10-08,2014-07-01,110.0
Speed-Dating,25.0,40.0,R,comedy,JosephA.ElmoreJr.,2010-10-01,2017-01-08,98.0
Kalamity,0.0,31.0,R,drama,JamesM.Hausler,2010-10-22,2017-03-23,100.0
Conviction,67.0,70.0,R,biography,TonyGoldwyn,2010-10-29,2015-11-25,106.0
Chain Letter,33.0,45.0,R,horror,DeonTaylor,2010-10-01,2016-08-10,87.0
Ong Bak 3,50.0,36.0,R,action,"TonyJaa,PannaRittikrai",2011-01-14,2016-08-10,94.0
Hatchet II,42.0,35.0,NR,horror,AdamGreen,2010-10-01,2016-11-02,89.0
The Client List,83.0,43.0,TV14,drama,EricLaneuville,,2012-04-16,90.0
"The World, The Flesh And The Devil",67.0,,NR,scifi,RanaldMacDougall,,2012-04-16,95.0
Freakonomics,66.0,51.0,PG-13,documentary,"SethGordon,MorganSpurlock,AlexGibney,EugeneJarecki,RachelGrady,HeidiEwing",2010-10-01,2016-11-30,86.0
Takers,28.0,62.0,PG-13,action,JohnLuessenhop,2010-08-27,2012-06-05,107.0
My Last Five Girlfriends,32.0,40.0,NR,romance,JulianKemp,,2016-02-26,87.0
Still Bill,100.0,93.0,NR,biography,"DamaniBaker,AlexVlack",,2017-03-23,78.0
White Wedding,56.0,52.0,PG-13,romance,JannTurner,2010-09-03,2016-12-15,93.0
Punching The Clown,87.0,84.0,NR,comedy,GregoriViens,,2017-04-12,91.0
Paper Man,32.0,48.0,R,drama,"KieranMulroney,MicheleMulroney",2010-04-23,2016-03-18,110.0
Army Of Crime (L'Armée Du Crime),88.0,68.0,NR,history,RobertGuédiguian,,2016-04-19,139.0
Which Way Home,100.0,92.0,NR,documentary,RebeccaCammisa,,2015-02-11,83.0
What's The Matter With Kansas?,60.0,58.0,NR,documentary,JoeWinston,,2016-11-30,90.0
Jack Goes Boating,68.0,48.0,R,romance,PhilipSeymourHoffman,2010-09-24,2016-11-30,90.0
Dogtooth (Kynodontas),93.0,76.0,NR,drama,YorgosLanthimos,,2016-08-10,94.0
Nowhere Boy,80.0,74.0,R,biography,SamTaylor-Johnson,2010-10-08,2014-03-09,97.0
Down Terrace,86.0,61.0,R,crime,BenWheatley,2010-10-15,2016-08-10,93.0
Animal Kingdom,94.0,83.0,R,crime,DavidMichôd,2010-08-13,2012-09-04,112.0
Lebanon (Levanon),90.0,72.0,R,drama,SamuelMaoz,2010-08-06,2012-04-16,93.0
Secretariat,63.0,76.0,PG,biography,RandallWallace,2010-10-08,2015-11-23,123.0
Buried,87.0,65.0,R,mysteryandthriller,RodrigoCortés,2010-10-08,2012-10-01,94.0
Saw 3D,10.0,42.0,R,horror,KevinGreutert,2010-10-29,2015-12-20,91.0
Red,72.0,72.0,PG-13,action,RobertSchwentke,2010-10-15,2011-01-25,110.0
Stone,50.0,21.0,R,drama,JohnCurran,2010-10-08,2016-05-16,105.0
Client 9: The Rise And Fall Of Eliot Spitzer,90.0,83.0,R,documentary,AlexGibney,2010-11-05,2016-11-15,117.0
Red Hill,79.0,57.0,R,action,PatrickHughes,,2012-04-16,95.0
Make Out With Violence,64.0,46.0,NR,romance,DeagolBrothers,,2016-08-10,105.0
The Virginity Hit,29.0,31.0,R,comedy,"AndrewGurland,HuckBotko",2010-09-24,2012-04-16,87.0
Bonded By Blood,9.0,28.0,NR,crime,SachaBennett,,2017-05-22,100.0
Inhale,38.0,46.0,R,drama,BaltasarKormákur,2010-10-22,2017-05-22,83.0
The Traveler,20.0,16.0,R,horror,MichaelOblowitz,,2015-05-07,91.0
Guzaarish,67.0,72.0,NR,drama,SanjayLeelaBhansali,2010-11-19,2017-03-23,135.0
Freebie And The Bean,25.0,65.0,R,action,RichardRush,,2012-04-16,112.0
Still Of The Night,63.0,49.0,PG,crime,RobertBenton,,2016-12-17,91.0
Machete,72.0,63.0,R,action,RobertRodriguez,2010-09-03,2015-11-25,104.0
The Human Comedy,80.0,68.0,NR,drama,ClarenceBrown,,2013-12-03,118.0
Piranha 3-D,74.0,43.0,R,horror,AlexandreAja,2010-08-20,2012-04-16,88.0
